REFSEQ	SYMBOL
NM_016199	LSM7
NM_001318250	QPRT
NM_001168342	TTC39B
NM_001301134	MTERF1
NM_002840	PTPRF
NM_020896	OSBPL5
NM_015669	PCDHB5
NM_001252076	SLC9A3R2
NM_001289178	ACSBG2
NM_001304437	UBE3D
NM_001110219	GJB6
NM_006373	VAT1
NM_001282734	SLC39A12
NM_001286717	AGTPBP1
NM_152725	SLC39A12
NM_001300930	NAALAD2
NM_001297712	MFAP5
NM_001040424	PRDM15
NM_001321866	ZNF600
NM_001303448	SRRM1
NM_016647	THEM6
NM_001242870	SLAIN1
NM_001024372	BAALC
NM_001280554	PAX5
NM_183394	CADPS
NM_033267	IRX2
NM_001252075	SLC9A3R2
NM_001280555	PAX5
NM_001282934	PRDM15
NM_145330	MRPL33
NM_001258368	DIAPH3
NM_130440	PTPRF
NM_001110221	GJB6
NM_001278264	CARHSP1
NM_001278265	CARHSP1
NM_001007072	ZSCAN2
NM_016734	PAX5
NM_139170	C16orf71
NM_152574	TTC39B
NM_001042476	CARHSP1
NM_001040153	SLAIN1
NM_006783	GJB6
NM_001199107	TBC1D24
NM_001297711	MFAP5
NM_052897	MBD6
NM_014338	PISD
NM_183393	CADPS
NM_001278266	CARHSP1
NM_001318249	QPRT
NM_001280556	PAX5
NM_007334	KLRD1
NM_017738	CNTLN
NM_001184779	NOX5
NM_018711	SVOP
NM_145638	OSBPL5
NM_001136179	EGR2
NM_001204190	TP73
NM_001321153	DLEC1
NM_001206856	CAPRIN2
NM_001320003	RACGAP1
NM_152793	MTURN
NM_015927	TGFB1I1
NM_003796	URI1
NM_001282433	KRT23
NM_031283	TCF7L1
NM_173854	SLC41A1
NM_001300730	CLEC12A
NM_001307979	PRICKLE3
NM_001172418	BTBD9
NM_001318478	TSKU
NM_018348	CMTR2
NM_020167	NMUR2
NM_001164719	TGFB1I1
NM_003217	TMBIM6
NM_152536	FGD5
NM_018116	MSTO1
NM_032597	MS4A14
NM_001261398	P2RX4
NM_021151	CROT
NM_006391	IPO7
NM_006458	TRIM3
NM_001300869	SLC29A2
NM_001319844	CAPRIN2
NM_001302832	C3orf35
NM_031989	PCBP2
NM_017572	MKNK2
NM_002981	CCL1
NM_001289093	HARS
NM_001323895	RMDN3
NM_001258451	PKMYT1
NM_007337	DLEC1
NM_001319243	RILPL1
NM_006712	FASTK
NM_031459	SESN2
NM_182687	PKMYT1
NM_198951	TGM2
NM_176880	NR2C2AP
NM_025187	C16orf70
NM_001204186	TP73
NM_001178136	PUDP
NM_001079692	MS4A14
NM_001040105	MUC17
NM_001256909	CYBRD1
NM_000305	PON2
NM_000110	DPYD
NM_001002259	CAPRIN2
NM_007156	ZXDA
NM_025248	SRCIN1
NM_001204192	TP73
NM_175887	PRR15
NM_001289824	FURIN
NM_032860	LTV1
NM_001287392	COMMD6
NM_001308088	PRR16
NM_001146030	SEMA7A
NM_001258450	PKMYT1
NM_152733	BTBD9
NM_002627	PFKP
NM_002636	PHF1
NM_004268	MED17
NM_024705	DHRS12
NM_203388	RNH1
NM_001256533	MSTO1
NM_018646	TRPV6
NM_001781	CD69
NM_198827	ADGRD1
NM_001323072	PFKP
NM_002109	HARS
NM_018728	MYO5C
NM_001256796	P2RX4
NM_023925	CAPRIN2
NM_178314	RILPL1
NM_000421	KRT10
NM_004240	TRIP10
NM_001146029	SEMA7A
NM_001039693	TYW5
NM_001242339	PFKP
NM_207119	LRRC20
NM_181507	HPS5
NM_002939	RNH1
NM_005028	PIP4K2A
NM_014952	BAHD1
NM_198925	SEMA4B
NM_001267572	TBC1D2
NM_001320276	FGD5
NM_014829	DDX46
NM_012328	DNAJB9
NM_078483	SLC36A1
NM_002569	FURIN
NM_015516	TSKU
NM_006467	POLR3G
NM_002047	GARS
NM_001982	ERBB3
NM_001324378	CMTR2
NM_001261827	MS4A14
NM_018145	RMDN3
NM_001017396	ZNF2
NM_004571	PKNOX1
NM_001278211	LRRC20
NM_001127443	CD36
NM_024165	PHF1
NM_001127383	CYBRD1
NM_001252036	RAB5B
NM_013277	RACGAP1
NM_001324032	SEMA4B
NM_024293	RETREG2
NM_001289908	CD36
NM_001142505	ABCG4
NM_004203	PKMYT1
NM_001320542	C16orf70
NM_145247	SFR1
NM_018239	LRRC20
NM_018275	MAP11
NM_080737	SYTL4
NM_005632	CAPN15
NM_032112	MRPL43
NM_018657	MYNN
NM_001024680	FBXO48
NM_001289154	MICA
NM_014249	NR2E3
NM_001190274	FBXO11
NM_005046	KLK7
NM_001289909	CD36
NM_001319843	CAPRIN2
NM_181713	UBXN2A
NM_001289911	CD36
NM_007335	DLEC1
NM_001305102	STK38
NM_001290072	ENPP5
NM_013435	RAX
NM_001142319	WDCP
NM_001317735	PBXIP1
NM_001261384	UEVLD
NM_001320006	RACGAP1
NM_016464	TMEM138
NM_015224	TASOR
NM_001291604	ZNF2
NM_022789	IL25
NM_024682	TBC1D17
NM_001311179	SLMAP
NM_015196	TMEM131L
NM_015459	ATL3
NM_001278214	LRRC20
NM_001168222	TBC1D17
NM_002868	RAB5B
NM_001130914	BTG3
NM_014363	SACS
NM_175744	RHOC
NM_153201	HSPA8
NM_001128913	PCBP2
NM_001083585	RABEP1
NM_001324030	SEMA4B
NM_178342	C3orf35
NM_005146	SART1
NM_007271	STK38
NM_152493	ZNF362
NM_133498	SPACA4
NM_007048	BTN3A1
NM_033278	TRIM3
NM_015515	KRT23
NM_001136177	EGR2
NM_013304	ZDHHC1
NM_181508	HPS5
NM_001288962	TRIP10
NM_000396	CTSK
NM_000308	CTSA
NM_001008215	COA5
NM_001024845	SLC6A9
NM_021088	ZNF2
NM_001142299	SQSTM1
NM_001282398	ZNF2
NM_203386	RNH1
NM_001286258	PKNOX1
NM_001190447	PPP2R3A
NM_001258041	HARS
NM_001004698	OR2W5
NM_001323069	PFKP
NM_001289152	MICA
NM_145166	ZBTB47
NM_001163735	MYO19
NM_001320001	RACGAP1
NM_001098576	TMBIM6
NM_001126241	TP73
NM_194463	RNF128
NM_001199378	GBF1
NM_012326	MAPRE3
NM_004072	CMKLR1
NM_001248006	TRIM3
NM_001282628	ARSE
NM_001319845	CAPRIN2
NM_177995	PTPDC1
NM_001290073	ENPP5
NM_001199787	SLC35E2A
NM_001324029	SEMA4B
NM_020210	SEMA4B
NM_001202560	BUD23
NM_001131007	TMEM131L
NM_022478	CDH24
NM_006084	IRF9
NM_001042678	RHOC
NM_001304802	RMDN3
NM_001323073	PFKP
NM_022978	SERF1B
NM_022169	ABCG4
NM_001324033	SEMA4B
NM_001174068	SYTL4
NM_012080	PUDP
NM_006571	DCTN6
NM_015020	PHLPP2
NM_001128911	PCBP2
NM_001145853	WFS1
NM_001308440	ZFP28
NM_001287393	COMMD6
NM_004418	DUSP2
NM_001204184	TP73
NM_032797	AIFM2
NM_014784	ARHGEF11
NM_203495	COMMD6
NM_004982	KCNJ8
NM_001002759	SFR1
NM_001185118	MYNN
NM_001323897	RMDN3
NM_001204191	TP73
NM_001103160	SH2D5
NM_001318477	TSKU
NM_052902	STK11IP
NM_001127228	CBX1
NM_007216	HPS5
NM_203384	RNH1
NM_020530	OSM
NM_001323068	PFKP
NM_178344	C3orf35
NM_030762	BHLHE41
NM_194441	BTN3A1
NM_001289092	HARS
NM_003900	SQSTM1
NM_016084	RASD1
NM_001319244	RILPL1
NM_182752	TPRG1L
NM_001532	SLC29A2
NM_033396	TNKS1BP1
NM_001323894	RMDN3
NM_001204187	TP73
NM_001261397	P2RX4
NM_001256532	MSTO1
NM_001242412	AHRR
NM_001291812	FGF5
NM_006362	NXF1
NM_025211	GKAP1
NM_001258461	FASTK
NM_001324031	SEMA4B
NM_024539	RNF128
NM_024843	CYBRD1
NM_001099640	TMEM100
NM_001171166	CAMTA2
NM_019088	PAF1
NM_017721	CC2D1A
NM_003865	HESX1
NM_001320002	RACGAP1
NM_001040697	UEVLD
NM_001278212	LRRC20
NM_033655	CNTNAP3
NM_005427	TP73
NM_021572	ENPP5
NM_001001547	CD36
NM_182509	ISM2
NM_001267571	TBC1D2
NM_001142345	CMKLR1
NM_015833	ADARB1
NM_006005	WFS1
NM_001164674	SUMF1
NM_000296	PKD1
NM_182971	COX8C
NM_001318479	TSKU
NM_017528	BUD23
NM_001139466	TBL1X
NM_001127444	CD36
NM_001195622	TOPORS
NM_152422	PTPDC1
NM_001258210	TSKU
NM_001302831	C3orf35
NM_001291605	ZNF2
NM_001099642	CMTR2
NM_003612	SEMA7A
NM_145238	ZSCAN20
NM_001252037	RAB5B
NM_018205	LRRC20
NM_005060	RORC
NM_145018	DDIAS
NM_032156	CAPRIN2
NM_003954	MAP3K14
NM_001134453	DSG4
NM_001126104	RACGAP1
NM_004464	FGF5
NM_001142343	CMKLR1
NM_006675	TSPAN9
NM_001321109	RETREG2
NM_001301132	BAHD1
NM_001282631	ARSE
NM_020921	NIN
NM_022170	EIF4H
NM_001320004	RACGAP1
NM_001320543	C16orf70
NM_001318229	ATXN7L1
NM_001145652	C6orf141
NM_002560	P2RX4
NM_001198696	AIFM2
NM_001292040	MAPK4
NM_001042454	TGFB1I1
NM_001323071	PFKP
NM_004101	F2RL2
NM_203387	RNH1
NM_001126103	RACGAP1
NM_001319846	CAPRIN2
NM_001254738	RND3
NM_001299	CNN1
NM_001319999	RACGAP1
NM_007039	PTPN21
NM_001204088	MICOS10-NBL1
NM_147156	SGMS1
NM_001289094	HARS
NM_001204189	TP73
NM_198047	HIBCH
NM_005802	TOPORS
NM_001320541	C16orf70
NM_022129	PBLD
NM_001207053	KLK7
NM_016644	PRR16
NM_018996	TNRC6C
NM_203373	FBXL22
NM_002192	INHBA
NM_001287394	COMMD6
NM_001316772	GARS
NM_001324377	CMTR2
NM_001243467	UBASH3A
NM_177986	DSG4
NM_001129896	SYTL4
NM_001321110	RETREG2
NM_001290048	ATL3
NM_001142344	CMKLR1
NM_001278213	LRRC20
NM_014869	IQSEC1
NM_001128914	PCBP2
NM_001256566	F2RL2
NM_145008	YPEL4
NM_001006665	RPS6KA1
NM_015016	MAST3
NM_032352	BRMS1L
NM_198236	ARHGEF11
NM_001011699	HAUS8
NM_002314	LIMK1
NM_001142298	SQSTM1
NM_001320730	S1PR1
NM_052893	BTBD9
NM_001204188	TP73
NM_001042679	RHOC
NM_001143935	CROT
NM_207168	ENSA
NM_145005	C9orf72
NM_005585	SMAD6
NM_001282614	BEST3
NM_033015	FASTK
NM_022097	CHP2
NM_001185119	MYNN
NM_020524	PBXIP1
NM_138716	MSR1
NM_001103161	SH2D5
NM_001310156	SPATA1
NM_001308087	PRR16
NM_025109	MYO19
NM_001136178	EGR2
NM_203383	RNH1
NM_001185024	ZDHHC8
NM_006806	BTG3
NM_199296	ISM2
NM_001258040	HARS
NM_020886	USP28
NM_021967	SERF1A
NM_007324	ZFYVE9
NM_177401	MIDN
NM_001720	BMP8B
NM_001248007	TRIM3
NM_000072	CD36
NM_001323070	PFKP
NM_001319302	RILPL1
NM_001009944	PKD1
NM_001320005	RACGAP1
NM_001317734	PBXIP1
NM_203389	RNH1
NM_001289153	MICA
NM_001126242	TP73
NM_003204	NFE2L1
NM_000480	AMPD3
NM_001253830	PTPDC1
NM_025133	FBXO11
NM_144625	WDR64
NM_005225	E2F1
NM_001300868	SLC29A2
NM_001128912	PCBP2
NM_001201380	CNTNAP3B
NM_001324034	SEMA4B
NM_001204426	LIMK1
NM_139277	KLK7
NM_001142279	RNASEH2B
NM_001204185	TP73
NM_001127695	CTSA
NM_001243126	KLK7
NM_005016	PCBP2
NM_001324379	CMTR2
NM_001323074	PFKP
NM_001253829	PTPDC1
NM_001134403	CYB561D1
NM_001177519	MICA
NM_080282	ABCA10
NM_001261828	MS4A14
NM_030912	TRIM8
NM_005483	CHAF1A
NM_000047	ARSE
NM_001321037	EGR2
NM_001039711	DEDD
NM_001323896	RMDN3
NM_173354	SIK1
NM_001323627	ZDHHC1
NM_033417	HAUS8
NM_000397	CYBB
NM_001308396	MRPL43
NM_004588	SCN2B
NM_001005210	LRRC55
NM_002007	FGF4
NM_001098620	PCBP2
NM_018421	TBC1D2
NM_001323067	PFKP
NM_018132	CENPQ
NM_203497	COMMD6
NM_001400	S1PR1
NM_203385	RNH1
NM_001167594	CTSA
NM_080862	SPSB4
NM_001320000	RACGAP1
NM_001145008	BTN3A1
NM_022574	GIGYF1
NM_001261382	UEVLD
NM_001320007	RACGAP1
NM_001258042	HARS
NM_001126240	TP73
NM_138715	MSR1
NM_001319842	CAPRIN2
NM_001324374	CMTR2
NM_004496	FOXA1
NM_001109903	RNFT2
NM_001254726	AP4S1
NM_001322255	KNCN
NM_001097611	KNCN
NM_032814	RNFT2
NM_198531	ATP9B
NM_001281298	EDF1
NM_018593	SLC16A10
NM_001281299	EDF1
NM_001306085	ATP9B
NM_001254727	AP4S1
NM_003792	EDF1
NM_007077	AP4S1
NM_001254729	AP4S1
NM_001025389	AMPD3
NM_001134442	ZNF502
NM_017684	VPS13C
NM_080657	RSAD2
NM_001033553	SPECC1
NM_000953	PTGDR
NM_016593	CYP39A1
NM_001025390	AMPD3
NM_001098525	CKAP2
NM_018204	CKAP2
NM_001172897	CAV1
NM_052882	ZIM3
NM_001204089	MICOS10-NBL1
NM_001033555	SPECC1
NM_001172431	AMPD3
NM_001252043	TAOK2
NM_001753	CAV1
NM_001035005	C18orf32
NM_001199355	RPL17-C18orf32
NM_152665	TCTEX1D1
NM_148894	BOD1L1
NM_013349	NENF
NM_001134441	ZNF502
NM_001278738	CYP39A1
NM_001204084	NBL1
NM_001114132	NBEAL1
NM_001243439	SPECC1
NM_033210	ZNF502
NM_001172896	CAV1
NM_001278739	CYP39A1
NM_001128126	AP4S1
NM_144985	CDH24
NM_001286733	GRTP1
NM_020821	VPS13C
NM_001199346	C18orf32
NM_001254728	AP4S1
NM_001286463	C21orf58
NM_016151	TAOK2
NM_001199356	RPL17-C18orf32
NM_001172430	AMPD3
NM_001286686	CKAP2
NM_138983	OLIG1
NM_001282880	ZNF502
NM_001172895	CAV1
NM_001134440	ZNF502
NM_058180	C21orf58
NM_001286477	C21orf58
NM_001308267	PTPRN2
NM_001012507	CENPW
NM_001286256	STAC3
NM_182493	MYLK3
NM_001786	CDK1
NM_001258213	PCID2
NM_014620	HOXC4
NM_001286257	STAC3
NM_006630	ZNF234
NM_015595	ARHGEF26
NM_018476	BEX1
NM_018386	PCID2
NM_001320918	CDK1
NM_001308268	PTPRN2
NM_001291581	RABEP1
NM_001319038	COX7A2L
NM_031962	KRTAP9-3
NM_001318219	CEP250
NM_033379	CDK1
NM_001303228	TMEM156
NM_001320660	PCID2
NM_004703	RABEP1
NM_144567	ANGEL2
NM_001278603	NUP54
NM_130772	S100Z
NM_001199682	RWDD3
NM_001320659	PCID2
NM_145064	STAC3
NM_130842	PTPRN2
NM_006052	VPS26C
NM_001286524	CENPW
NM_001127203	PCID2
NM_153633	HOXC4
NM_001251962	ARHGEF26
NM_001144824	ZNF234
NM_001300758	ANGEL2
NM_153360	APCDD1L
NM_007186	CEP250
NM_001304787	APCDD1L
NM_130843	PTPRN2
NM_005441	CHAF1B
NM_001320657	PCID2
NM_001286661	TMEM68
NM_017426	NUP54
NM_001127202	PCID2
NM_001304274	IMMP1L
NM_001199782	POC1B-GALNT4
NM_001320417	MITD1
NM_002847	PTPRN2
NM_001300757	ANGEL2
NM_152417	TMEM68
NM_024943	TMEM156
NM_014887	N4BP2L2
NM_001308301	MYLK3
NM_138798	MITD1
NM_001320656	PCID2
NM_001300753	ANGEL2
NM_001286810	DCAF10
NM_001256094	ATF2
NM_001048252	CTXN3
NM_001320419	MITD1
NM_001300755	ANGEL2
NM_001619	GRK2
NM_001286657	TMEM68
NM_001286525	CENPW
NM_001320655	PCID2
NM_001320849	FAHD2B
NM_080663	ERI2
NM_001166395	CHST4
NM_001030015	OPN4
NM_032169	ACAD11
NM_001159545	RFPL2
NM_175611	GRIK1
NM_001098527	RFPL2
NM_001206961	PLA1A
NM_005769	CHST4
NM_001277199	CNIH4
NM_006492	ALX3
NM_139318	KCNH5
NM_001159546	RFPL2
NM_015962	FCF1
NM_012423	RPL13A
NM_001267584	UBOX5
NM_170711	DAZAP1
NM_172080	CAMK2B
NM_016249	MAGEC2
NM_001278202	CLCC1
NM_001320621	GRIK1
NM_001301203	TMED3
NM_173619	CLEC18C
NM_001166116	TMOD1
NM_001048210	CLCC1
NM_001142704	FAM111B
NM_001320618	GRIK1
NM_032714	INF2
NM_001195630	MLLT10
NM_002411	SCGB2A2
NM_001165136	HERC6
NM_016478	ZC3HC1
NM_001308341	CNN1
NM_001004434	SLC30A2
NM_033517	SHANK3
NM_001190730	RALGPS1
NM_001115016	KANSL3
NM_001293225	PLA1A
NM_006649	UTP14A
NM_001324296	MLLT10
NM_001282191	ZC3HC1
NM_020526	EPHA8
NM_182572	ZSCAN1
NM_032513	SLC30A2
NM_181486	TBX5
NM_002146	HOXB3
NM_001271197	CLEC18A
NM_015900	PLA1A
NM_001142703	FAM111B
NM_001164675	SUMF1
NM_014184	CNIH4
NM_004442	EPHB2
NM_001135823	SSPN
NM_001167972	TRMT2B
NM_017706	WDR55
NM_001135163	SIGLEC11
NM_021574	BCR
NM_175571	GIMAP8
NM_194259	UBE2I
NM_001206960	PLA1A
NM_001282190	ZC3HC1
NM_172079	CAMK2B
NM_153235	TXLNB
NM_080717	TBX5
NM_001278203	CLCC1
NM_178562	TSPAN33
NM_001167971	TRMT2B
NM_001195627	MLLT10
NM_052884	SIGLEC11
NM_001244889	UNC5B
NM_003275	TMOD1
NM_014905	GLS
NM_001031692	LRRC17
NM_017912	HERC6
NM_006312	NCOR2
NM_001167970	TRMT2B
NM_015127	CLCC1
NM_198947	FAM111B
NM_001166221	UTP14A
NM_005086	SSPN
NM_019062	RNF186
NM_013450	BAZ2B
NM_052957	GCNA
NM_001136214	CLEC18A
NM_033670	CCNB3
NM_001220	CAMK2B
NM_001320616	GRIK1
NM_006605	RFPL2
NM_194261	UBE2I
NM_001080421	UNC13A
NM_182619	CLEC18A
NM_172083	CAMK2B
NM_172081	CAMK2B
NM_001318508	FCF1
NM_033031	CCNB3
NM_017449	EPHB2
NM_001162491	ARL13A
NM_001282473	GRIK4
NM_001293170	CAMK2B
NM_024917	TRMT2B
NM_001206654	NCOR2
NM_014997	KLHDC10
NM_194260	UBE2I
NM_001039535	SKA1
NM_001308342	CNN1
NM_001309193	EPHB2
NM_001270491	RPL13A
NM_004431	EPHA2
NM_001195628	MLLT10
NM_033282	OPN4
NM_172082	CAMK2B
NM_172084	CAMK2B
NM_172078	CAMK2B
NM_001277197	CNIH4
NM_001008223	C1QL4
NM_182760	SUMF1
NM_145060	SKA1
NM_020128	MDM1
NM_000756	CRH
NM_001322032	GPATCH2L
NM_001206992	NR1H4
NM_015958	DPH5
NM_170683	P2RX2
NM_001322799	KCNS1
NM_001292000	GLRA1
NM_001042539	MAZ
NM_001278405	LILRB2
NM_206954	PRAME
NM_006063	KLHL41
NM_001318058	DMAC1
NM_001184743	PGBD1
NM_001300831	PIFO
NM_005899	NBR1
NM_001144061	COPB1
NM_001304363	ZBTB26
NM_001184	ATR
NM_206953	PRAME
NM_006115	PRAME
NM_003440	ZNF140
NM_182482	BAGE2
NM_001258316	ECT2
NM_009589	ARSD
NM_170682	P2RX2
NM_001171089	CLCN2
NM_001031849	MASP1
NM_006818	MLLT11
NM_001278617	BUB1
NM_001291719	PRAME
NM_003580	NSMAF
NM_001146218	WRB
NM_181643	PIFO
NM_174873	P2RX2
NM_033421	SNX21
NM_153443	KIR3DL3
NM_002251	KCNS1
NM_001267597	ZNF248
NM_001324055	PIAS2
NM_001322050	ADA
NM_006018	HCAR3
NM_152332	TC2N
NM_001146040	GLRA1
NM_001258315	ECT2
NM_005417	SRC
NM_001144062	COPB1
NM_001042552	TATDN3
NM_001146169	TATDN3
NM_004336	BUB1
NM_001318127	PRAME
NM_001278616	BUB1
NM_001318126	PRAME
NM_001171088	CLCN2
NM_001136194	FASTKD2
NM_005605	PPP3CC
NM_004696	SLC16A4
NM_001282368	IMPG1
NM_017842	SLC48A1
NM_001324058	PIAS2
NM_021253	TRIM39
NM_001135212	FKBP7
NM_004366	CLCN2
NM_032042	FAM172A
NM_001300777	ZNF140
NM_032898	CEP19
NM_001015891	AK6
NM_016451	COPB1
NM_001010926	HES5
NM_014788	TRIM14
NM_052945	TNFRSF13C
NM_024907	FBXO17
NM_001136193	FASTKD2
NM_001322051	ADA
NM_033428	DMAC1
NM_001171087	CLCN2
NM_000171	GLRA1
NM_032131	ARMC2
NM_001291715	PRAME
NM_001289134	TC2N
NM_178839	LRRTM1
NM_001042553	TATDN3
NM_005514	HLA-B
NM_001206993	NR1H4
NM_152315	NXPE1
NM_002127	HLA-G
NM_005123	NR1H4
NM_001317724	NOL7
NM_133371	MYOZ3
NM_001324057	PIAS2
NM_001291717	PRAME
NM_001300778	ZNF140
NM_001304364	ZBTB26
NM_002302	LECT2
NM_001291716	PRAME
NM_007053	CD160
NM_001173516	MAP7D3
NM_014929	FASTKD2
NM_032430	BRSK1
NM_001199974	RPL36A-HNRNPH2
NM_005184	CALM3
NM_001171873	UGT3A1
NM_001318061	DBF4
NM_001563	IMPG1
NM_018129	PNPO
NM_001144772	NSMAF
NM_001200019	OPRL1
NM_006105	RAPGEF3
NM_001318853	OPRL1
NM_152897	SNX21
NM_012072	CD93
NM_001318062	DBF4
NM_001321299	WNK4
NM_145914	ZSCAN21
NM_001201546	SLC16A4
NM_001300776	ZNF140
NM_144722	SPEF2
NM_001300750	LMBR1L
NM_002233	KCNA4
NM_033219	TRIM14
NM_174872	P2RX2
NM_001318060	DBF4
NM_001322026	GPATCH2L
NM_006289	TLN1
NM_000022	ADA
NM_018098	ECT2
NM_012089	ABCB10
NM_182647	OPRL1
NM_001122853	MYOZ3
NM_001206979	NR1H4
NM_001207066	CXADR
NM_000913	OPRL1
NM_001206978	NR1H4
NM_206956	PRAME
NM_004627	WRB
NM_001201547	SLC16A4
NM_001077394	DPH5
NM_001146171	TATDN3
NM_020924	ZBTB26
NM_001324059	PIAS2
NM_016318	P2RX2
NM_001128595	TC2N
NM_024597	MAP7D3
NM_001318854	OPRL1
NM_181342	FKBP7
NM_001098531	RAPGEF3
NM_001098532	RAPGEF3
NM_001319220	SLC16A4
NM_144606	FLCN
NM_001206977	NR1H4
NM_001201548	SLC16A4
NM_001077395	DPH5
NM_001318059	DMAC1
NM_001012708	KRTAP5-3
NM_001017975	HFM1
NM_001130182	DNAJA4
NM_012226	P2RX2
NM_001243975	PPP3CC
NM_001291572	NBR1
NM_001163418	FAM172A
NM_006716	DBF4
NM_001282164	P2RX2
NM_001286609	ARMC2
NM_001146170	TATDN3
NM_148169	FBXO17
NM_206955	PRAME
NM_031862	NBR1
NM_001000	RPL39
NM_021045	ZNF248
NM_001318855	OPRL1
NM_018292	QRSL1
NM_001201549	SLC16A4
NM_006310	NPEPPS
NM_032387	WNK4
NM_198291	SRC
NM_001128596	TC2N
NM_001243974	PPP3CC
NM_001008701	ADGRL1
NM_014921	ADGRL1
NM_198544	CENPS-CORT
NM_145894	KLK12
NM_016143	NSFL1C
NM_001306150	C5orf38
NM_001291472	CCL4L2
NM_001293163	NRF1
NM_002601	PDE6D
NM_001018112	FANCA
NM_001080950	MYO1C
NM_016483	PHF7
NM_001322989	KALRN
NM_173176	PTK2B
NM_001320240	RANBP10
NM_001301032	SLC24A1
NM_015086	DDN
NM_199262	SP6
NM_017625	ITLN1
NM_003557	PIP5K1A
NM_001161728	PLA2G2A
NM_001134430	TOR2A
NM_002318	LOXL2
NM_001143853	PYM1
NM_001017528	PRR5
NM_152448	TERB2
NM_001291831	SRRM3
NM_199169	PMEPA1
NM_173089	CAPN3
NM_001321962	LRRC6
NM_058238	WNT7B
NM_001006939	LRRC18
NM_018839	NSFL1C
NM_178353	LCE1E
NM_004291	CARTPT
NM_080670	SLC35A4
NM_178034	PLA2G4D
NM_207397	CD164L2
NM_053005	MOB2
NM_001282327	PES1
NM_206808	CLYBL
NM_014940	MON1B
NM_001009921	VPS8
NM_000787	DBH
NM_001271983	C11orf44
NM_024578	OCEL1
NM_002096	GTF2F1
NM_001190880	HYI
NM_001316981	ZBTB45
NM_018645	HES6
NM_000834	GRIN2B
NM_001202522	DDR1
NM_001142776	CHAC1
NM_001039712	DEDD
NM_012202	GNG3
NM_001286640	MON1B
NM_199363	TPD52L2
NM_022126	LHPP
NM_024768	EFCC1
NM_014303	PES1
NM_001308069	XXYLT1
NM_005796	NUTF2
NM_199180	KIRREL2
NM_000209	PDX1
NM_001135947	URM1
NM_001042664	PLEKHG5
NM_001136011	FXYD3
NM_001303614	SAMD4B
NM_001282756	MTA3
NM_001286270	HMOX2
NM_032123	KIRREL2
NM_020960	GPR107
NM_004727	SLC24A1
NM_025227	BPIFB2
NM_173178	IL36B
NM_001199723	CRABP2
NM_001030003	HNF4A
NM_001302961	KLK4
NM_002768	CHMP1A
NM_014915	ANKRD26
NM_015366	PRR5
NM_031232	NECAB3
NM_001161727	PLA2G2A
NM_001258248	SP6
NM_001301214	TPCN1
NM_005247	FGF3
NM_003559	PIP4K2B
NM_004211	SLC6A5
NM_182935	MOBP
NM_019099	INKA2
NM_001322039	NUTF2
NM_003947	KALRN
NM_001167880	LHPP
NM_001300959	ZMIZ2
NM_001134395	C7orf50
NM_003643	GCM1
NM_001163296	MARK2
NM_001291470	CCL4L2
NM_031896	CACNG7
NM_173174	PTK2B
NM_001276393	LDLRAD1
NM_001321126	PHF7
NM_001256041	MYO1A
NM_001256455	ZBTB7B
NM_020182	PMEPA1
NM_001321965	LRRC6
NM_001198798	ASCC1
NM_001277990	CXCL12
NM_001146728	PLAAT5
NM_001291468	CCL4L2
NM_001190716	DNM2
NM_001255976	PMEPA1
NM_178497	ODAPH
NM_201349	DOK2
NM_006804	STARD3
NM_032998	DEDD
NM_001291501	SMC1B
NM_019103	ZMAT5
NM_001270362	RAD23A
NM_015476	TPGS2
NM_001282232	PSMA6
NM_001018050	POLR3H
NM_001258355	HNF4A
NM_001878	CRABP2
NM_001014975	CFH
NM_198681	PLEKHG5
NM_001286267	HMOX2
NM_001288728	PPRC1
NM_006905	PSG1
NM_199170	PMEPA1
NM_002052	GATA4
NM_001243891	TPD52L2
NM_001278252	DNM3
NM_001257072	ODAPH
NM_003288	TPD52L2
NM_001303420	COLGALT2
NM_001308093	GATA4
NM_001308347	CIAPIN1
NM_001243526	HYI
NM_001080417	ZNF629
NM_001278234	LMCD1
NM_198459	DENND2C
NM_020313	CIAPIN1
NM_001302827	CYB5R2
NM_005687	FARSB
NM_001282885	POLR3H
NM_001265594	PLEKHG5
NM_001017530	PRR5
NM_020850	RANBP10
NM_005211	CSF1R
NM_001165938	STARD3
NM_024605	ARHGAP10
NM_001321966	LRRC6
NM_001291469	CCL4L2
NM_001316979	ZBTB45
NM_001282233	PSMA6
NM_198488	FAM83H
NM_148674	SMC1B
NM_001270517	CENPS-CORT
NM_012114	CASP14
NM_001282328	PES1
NM_001143685	CES5A
NM_001278732	HARS2
NM_001017529	PRR5
NM_001256822	SEPTIN4
NM_001287182	HNF4A
NM_001001414	NCCRP1
NM_001321291	USP36
NM_018649	H2AFY2
NM_001282349	OSCAR
NM_001322990	KALRN
NM_003679	KMO
NM_001322159	TCF12
NM_003186	TAGLN
NM_001135637	PIP5K1A
NM_005011	NRF1
NM_001322286	ZNF396
NM_005586	MDFI
NM_014971	EFR3B
NM_001282755	MTA3
NM_001288705	CSF1R
NM_012208	HARS2
NM_001243999	SPIB
NM_000334	SCN4A
NM_001278233	LMCD1
NM_032792	ZBTB45
NM_005971	FXYD3
NM_001005360	DNM2
NM_001271950	TPGS2
NM_001083314	CHMP1A
NM_020056	HLA-DQA2
